month,year,sku_id,sku_name,category,subcategory,monthly_units_sold,avg_daily_sales,total_revenue,spike_percentage,spike_reason,event_type,inventory_impact,demand_trend,festival_effect,seasonal_effect,promotion_effect,weekend_effect,stockout_days,lost_sales_units,business_notes
July,2024,SKU0293,Silk Saree Combo Festival Pack,Lifestyle,Clothing,653,21.1,2415447.0,5.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0124,Birthday Cake 1kg,Bakery,Bakery,100,3.2,45900.0,7.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0260,Sports Drink 250ml,Beverages,Beverages,462,14.9,24024.0,14.6,Regular consumer demand,Normal Trading,Low stock impact - 37 units missed opportunity,Stable,None,No Monsoon relevance,None,12% avg weekend uplift,0,37,Seasonal factor: No Monsoon relevance
July,2024,SKU0103,Murukku 250g,Snacks,Traditional Snacks,329,10.6,39151.0,32.7,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Monsoon relevance,None,17% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0166,Detergent Powder 2kg,Household,Laundry,941,30.4,215489.0,12.4,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0164,Dishwash Liquid 750ml,Household,Cleaning,687,22.2,95493.0,5.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0167,Detergent Powder 2kg,Household,Laundry,903,29.1,242907.0,4.0,Regular consumer demand,Normal Trading,Low stock impact - 94 units missed opportunity,Stable,None,No Monsoon relevance,None,3% avg weekend uplift,0,94,Seasonal factor: No Monsoon relevance
July,2024,SKU0105,Banana Chips 250g,Snacks,Chips,1173,37.8,104397.0,30.5,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Monsoon relevance,None,17% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0035,Dates Premium 500g,Grocery,Nuts,613,19.8,164897.0,9.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0042,Pickle Jar 500g,Grocery,Condiments,1062,34.3,126378.0,18.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0095,Badam Milk 180ml,Beverages,Beverages,344,11.1,14448.0,23.3,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Monsoon relevance,None,12% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0203,Pencil Box 10pcs,Stationery,Stationery,91,2.9,12649.0,-2.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0111,Halwa Pack 500g,Snacks,Traditional Sweets,574,18.5,154406.0,15.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,17% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0156,Cucumber 1kg,Fruits & Vegetables,Vegetables,1141,36.8,36512.0,5.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,9% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0023,Rock Salt 500g,Grocery,Salt,812,26.2,25984.0,9.1,Regular consumer demand,Normal Trading,Low stock impact - 69 units missed opportunity,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,69,Seasonal factor: No Monsoon relevance
July,2024,SKU0002,Ponni Rice 10kg,Grocery,Rice,689,22.2,895011.0,1.0,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0187,Toothpaste 150g,Personal Care,Oral Care,860,27.7,61920.0,6.7,Regular consumer demand,Normal Trading,Low stock impact - 35 units missed opportunity,Stable,None,No Monsoon relevance,None,6% avg weekend uplift,0,35,Seasonal factor: No Monsoon relevance
July,2024,SKU0275,Kitchen Towels 2 Rolls,Household,Kitchenware,847,27.3,100793.0,5.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0192,Perfume Gift Set,Personal Care,Fragrances,496,16.0,396304.0,-5.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0008,Maida Flour 1kg,Grocery,Flour,863,27.8,36246.0,16.0,Regular consumer demand,Normal Trading,Low stock impact - 25 units missed opportunity,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,25,Seasonal factor: No Monsoon relevance
July,2024,SKU0239,Vitamin Supplements 30 tabs,Personal Care,Health,783,25.3,257607.0,-2.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0160,Camphor 100g,Household,Religious,641,20.7,57049.0,14.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0298,Pongal Sugar Pack 2kg,Grocery,Sweeteners,571,18.4,96499.0,8.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0054,Honey 500g,Grocery,Sweeteners,553,17.8,87927.0,-0.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0263,Frozen Veg Burger Patty 400g,Frozen Foods,Frozen Foods,110,3.5,21890.0,-11.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Moderate Decline,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0019,Ghee 1L,Grocery,Ghee,593,19.1,307767.0,-4.4,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0070,Ice Cream Family Pack 1L,Dairy,Frozen,483,15.6,81627.0,3.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0147,Watermelon Per Piece,Fruits & Vegetables,Fruits,446,14.4,27652.0,10.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,9% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0286,Dry Fruit Gift Hamper Combo,Grocery,Gift Sets,415,13.4,497585.0,-10.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Moderate Decline,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0047,Biryani Masala 100g,Grocery,Spices,482,15.5,20244.0,3.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0182,Bath Soap 125g,Personal Care,Bath Soaps,981,31.6,60822.0,17.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0183,Shampoo Sachet 6ml,Personal Care,Hair Care,705,22.7,3525.0,-15.8,Regular consumer demand,Normal Trading,Low stock impact - 72 units missed opportunity,Moderate Decline,None,No Monsoon relevance,None,6% avg weekend uplift,0,72,Seasonal factor: No Monsoon relevance
July,2024,SKU0069,Flavored Yogurt 90g,Dairy,Dairy,214,6.9,8988.0,15.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,2% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0007,Wheat Flour Atta 5kg,Grocery,Atta,561,18.1,167739.0,6.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0276,Match Box 10pcs,Household,Household,507,16.4,11661.0,9.0,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0096,Fruit Syrup 750ml,Beverages,Syrups,318,10.3,50562.0,-14.5,Regular consumer demand,Normal Trading,Low stock impact - 36 units missed opportunity,Moderate Decline,None,No Monsoon relevance,None,12% avg weekend uplift,0,36,Seasonal factor: No Monsoon relevance
July,2024,SKU0079,Probiotic Drink 5pcs,Dairy,Beverages,216,7.0,25704.0,-0.5,Regular consumer demand,Normal Trading,Low stock impact - 9 units missed opportunity,Stable,None,No Monsoon relevance,None,2% avg weekend uplift,0,9,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0078,Dairy Whitener 400g,Dairy,Dairy,740,23.9,102860.0,-0.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0116,Namkeen Mix 400g,Snacks,Traditional Snacks,770,24.8,107030.0,24.2,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Monsoon relevance,None,17% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0281,Mosquito Bat Rechargeable,Household,Pest Control,765,24.7,251685.0,17.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0226,Saree Gift Pack Silk Blend,Lifestyle,Clothing,265,8.5,715235.0,-5.0,Regular consumer demand,Normal Trading,Low stock impact - 28 units missed opportunity,Stable,None,No Monsoon relevance,None,7% avg weekend uplift,0,28,Seasonal factor: No Monsoon relevance
July,2024,SKU0238,Face Mask Pack 3pcs,Personal Care,Beauty,139,4.5,31831.0,12.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,2% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0299,Ramadan Combo Kit,Grocery,Gift Sets,537,17.3,429063.0,1.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0050,Sugar Candy 250g,Grocery,Sweeteners,383,12.4,27576.0,-5.0,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0128,Donuts 2pcs,Bakery,Bakery,101,3.3,12019.0,8.6,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0272,Lunch Box Medium,Household,Kitchenware,772,24.9,207668.0,8.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0244,Green Peas Masala 200g,Grocery,Mixes,207,6.7,16353.0,-4.6,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0014,Groundnut Oil 1L,Grocery,Oil,867,28.0,111843.0,7.6,Regular consumer demand,Normal Trading,Stockout for 4 days - lost 85 units,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,4,85,Seasonal factor: No Monsoon relevance; Inventory issue: Stockout for 4 days - lost 85 units
July,2024,SKU0106,Popcorn 100g,Snacks,Chips,697,22.5,29274.0,12.4,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,17% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0013,Chana Dal 1kg,Grocery,Pulses,454,14.6,72186.0,-2.4,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0029,Pepper Powder 100g,Grocery,Spices,692,22.3,82348.0,-10.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Moderate Decline,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0218,Umbrella Large,Lifestyle,Rainwear,1526,49.2,502054.0,189.6,Monsoon demand - Umbrella,Seasonal - Monsoon,Adequate inventory maintained,Strong Increase,None,Monsoon demand - Umbrella,None,7% avg weekend uplift,0,0,Seasonal factor: Monsoon demand - Umbrella; Significant demand spike - review forecast
July,2024,SKU0287,Festival Sweet Combo 2kg,Snacks,Traditional Sweets,338,10.9,270062.0,9.0,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,17% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0037,Aval / Poha 1kg,Grocery,Breakfast,555,17.9,34410.0,5.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0127,Plum Cake 500g,Bakery,Bakery,626,20.2,168394.0,26.2,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Monsoon relevance,None,10% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0198,Baby Powder 200g,Personal Care,Baby Care,775,25.0,107725.0,-3.8,Regular consumer demand,Normal Trading,Low stock impact - 67 units missed opportunity,Stable,None,No Monsoon relevance,None,6% avg weekend uplift,0,67,Seasonal factor: No Monsoon relevance
July,2024,SKU0028,Rasam Powder 200g,Grocery,Spices,947,30.5,68184.0,1.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0121,Burger Buns 4pcs,Bakery,Bakery,769,24.8,24608.0,24.0,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Monsoon relevance,None,10% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0269,Hair Gel 100ml,Personal Care,Hair Care,216,7.0,30024.0,-12.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Moderate Decline,None,No Monsoon relevance,None,2% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0284,Coconut Scraper Manual,Household,Kitchenware,187,6.0,50303.0,-13.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Moderate Decline,None,No Monsoon relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0135,Ice Cubes 1kg,Frozen Foods,Frozen Foods,615,19.8,25830.0,-0.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,15% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0243,Instant Soup 3 Pack,Grocery,Instant Foods,626,20.2,87014.0,101.9,Monsoon demand - Soup,Seasonal - Monsoon,Adequate inventory maintained,Strong Increase,None,Monsoon demand - Soup,None,4% avg weekend uplift,0,0,Seasonal factor: Monsoon demand - Soup; Significant demand spike - review forecast
July,2024,SKU0040,Tamarind 500g,Grocery,Spices,895,28.9,79655.0,3.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0258,Instant Coffee Sachet 10pcs,Beverages,Coffee,676,21.8,41912.0,14.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,12% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0242,Salt Biscuits 300g,Snacks,Biscuits,567,18.3,35154.0,7.6,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,17% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0112,Sweet Box Assorted 1kg,Snacks,Traditional Sweets,564,18.2,258876.0,21.3,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Monsoon relevance,None,17% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0211,USB Cable 1m,Electronics,Electronics,158,5.1,36182.0,1.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,2% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0273,Vacuum Flask 1L,Household,Kitchenware,263,8.5,110197.0,6.0,Regular consumer demand,Normal Trading,Low stock impact - 8 units missed opportunity,Stable,None,No Monsoon relevance,None,1% avg weekend uplift,0,8,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0274,Plastic Storage Container Set,Household,Kitchenware,142,4.6,113458.0,14.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0093,Tender Coconut Water 250ml,Beverages,Beverages,105,3.4,4410.0,12.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0120,Bread Loaf 400g,Bakery,Bakery,1121,36.2,43719.0,20.5,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Monsoon relevance,None,10% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0228,Christmas Tree Decor Combo,Household,Decorations,250,8.1,199750.0,-10.4,Regular consumer demand,Normal Trading,Adequate inventory maintained,Moderate Decline,None,No Monsoon relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0233,Drinking Water Can 20L,Beverages,Beverages,540,17.4,42660.0,8.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,12% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0185,Hair Oil 500ml,Personal Care,Hair Care,710,22.9,98690.0,20.5,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Monsoon relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0016,Gingelly Oil 1L,Grocery,Oil,475,15.3,85025.0,-9.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0110,Dry Fruit Laddu Box 500g,Snacks,Traditional Sweets,709,22.9,261621.0,34.5,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Monsoon relevance,None,17% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0022,Salt 1kg,Grocery,Salt,474,15.3,12324.0,-10.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Moderate Decline,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0153,Orange 1kg,Fruits & Vegetables,Fruits,521,16.8,46369.0,12.0,Regular consumer demand,Normal Trading,Low stock impact - 37 units missed opportunity,Stable,None,No Monsoon relevance,None,9% avg weekend uplift,0,37,Seasonal factor: No Monsoon relevance
July,2024,SKU0017,Coconut Oil 1L,Grocery,Oil,868,28.0,120652.0,12.0,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0278,LED Lantern Rechargeable,Electronics,Lighting,559,18.0,234221.0,20.2,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Monsoon relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0179,Banana Leaf Pack 10pcs,Grocery,Religious,630,20.3,49770.0,12.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0083,Filter Coffee Powder 500g,Beverages,Coffee,667,21.5,152743.0,19.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,12% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0237,Hair Dryer 1200W,Electronics,Electronics,107,3.5,128293.0,15.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,2% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0256,Vermicelli Kheer Mix 200g,Grocery,Mixes,544,17.5,39168.0,3.2,Regular consumer demand,Normal Trading,Low stock impact - 21 units missed opportunity,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,21,Seasonal factor: No Monsoon relevance
July,2024,SKU0197,Baby Soap 100g,Personal Care,Baby Care,432,13.9,34128.0,-7.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0262,Protein Shake 400g,Beverages,Health Drinks,190,6.1,79610.0,2.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0092,Rose Milk 200ml,Beverages,Beverages,148,4.8,4736.0,-4.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0199,Hand Wash 750ml,Personal Care,Hygiene,1017,32.8,171873.0,17.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0131,Frozen Fries 420g,Frozen Foods,Frozen Foods,1000,32.3,139000.0,29.0,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Monsoon relevance,None,15% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0057,Pasta Sauce 300g,Grocery,Condiments,96,3.1,8544.0,3.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0099,Cold Coffee 180ml,Beverages,Beverages,852,27.5,35784.0,1.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,12% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0051,Organic Brown Rice 5kg,Grocery,Rice,147,4.7,67473.0,-5.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0191,Deodorant Spray 150ml,Personal Care,Deodorants,596,19.2,136484.0,20.2,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Monsoon relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0254,Pista Cookies 400g,Snacks,Biscuits,590,19.0,135110.0,19.0,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,17% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0205,Printer Paper 500 sheets,Stationery,Stationery,102,3.3,27438.0,9.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0074,Greek Yogurt 400g,Dairy,Dairy,163,5.3,19397.0,-12.4,Regular consumer demand,Normal Trading,Adequate inventory maintained,Moderate Decline,None,No Monsoon relevance,None,2% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0232,Disposable Plates & Cups 50pcs,Household,Party Supplies,429,13.8,98241.0,6.5,Regular consumer demand,Normal Trading,Low stock impact - 38 units missed opportunity,Stable,None,No Monsoon relevance,None,3% avg weekend uplift,0,38,Seasonal factor: No Monsoon relevance
July,2024,SKU0168,Fabric Conditioner 860ml,Household,Laundry,257,8.3,40863.0,3.6,Regular consumer demand,Normal Trading,Low stock impact - 14 units missed opportunity,Stable,None,No Monsoon relevance,None,1% avg weekend uplift,0,14,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0009,Rava / Sooji 1kg,Grocery,Flour,482,15.5,25064.0,-2.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0046,Nutella Spread 350g,Grocery,Spreads,255,8.2,68595.0,2.8,Regular consumer demand,Normal Trading,Low stock impact - 24 units missed opportunity,Stable,None,No Monsoon relevance,None,1% avg weekend uplift,0,24,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
July,2024,SKU0221,Bedsheet Queen Size,Lifestyle,Bedding,768,24.8,613632.0,3.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0300,Diwali Gift Hamper,Grocery,Gift Sets,396,12.8,474804.0,-8.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance
July,2024,SKU0114,Nachos 150g,Snacks,Chips,284,9.2,25276.0,14.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Monsoon relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Monsoon relevance; Niche product - irregular demand pattern
